fajl;algoritmus;tipus;sulyozas;ladak_szama;futasi_ido_sec;osszesitett_nev;also_korlat;realtiv_elteres
3d_class2_1000_04.csv;l2_norm_of_slacks;lada;reciprocal_average;266;5,5988;l2_norm_of_slacks_lada_reciprocal_average;252;0,0556
3d_class2_1000_03.csv;l2_norm_of_slacks;lada;average;269;5,5952;l2_norm_of_slacks_lada_average;256;0,0508
3d_class2_1000_01.csv;dot_product1;lada;reciprocal_average;267;5,595;dot_product1_lada_reciprocal_average;253;0,0553
3d_class2_1000_01.csv;dot_product1;lada;exponential;267;5,5533;dot_product1_lada_exponential;253;0,0553
3d_class2_1000_01.csv;l2_norm_of_slacks;lada;exponential;266;5,548;l2_norm_of_slacks_lada_exponential;253;0,0514
3d_class2_1000_01.csv;dot_product1;lada;average;266;5,5465;dot_product1_lada_average;253;0,0514
3d_class2_1000_03.csv;dot_product1;lada;reciprocal_average;269;5,5349;dot_product1_lada_reciprocal_average;256;0,0508
3d_class5_1000_03.csv;dot_product2;lada;average;391;5,4842;dot_product2_lada_average;338;0,1568
3d_class2_1000_04.csv;dot_product1;lada;exponential;266;5,4718;dot_product1_lada_exponential;252;0,0556
3d_class5_1000_03.csv;dot_product2;lada;reciprocal_average;395;5,4675;dot_product2_lada_reciprocal_average;338;0,1686
3d_class5_1000_01.csv;dot_product2;lada;reciprocal_average;401;5,433;dot_product2_lada_reciprocal_average;336;0,1935
3d_class5_1000_02.csv;dot_product2;lada;reciprocal_average;404;5,4027;dot_product2_lada_reciprocal_average;335;0,2060
3d_class5_1000_03.csv;dot_product2;lada;exponential;393;5,4014;dot_product2_lada_exponential;338;0,1627
3d_class2_1000_02.csv;dot_product1;lada;average;266;5,3801;dot_product1_lada_average;251;0,0598
3d_class5_1000_04.csv;dot_product2;lada;reciprocal_average;412;5,3777;dot_product2_lada_reciprocal_average;342;0,2047
3d_class5_1000_02.csv;dot_product2;lada;average;399;5,372;dot_product2_lada_average;335;0,1910
3d_class2_1000_02.csv;dot_product1;lada;exponential;265;5,3532;dot_product1_lada_exponential;251;0,0558
3d_class5_1000_04.csv;dot_product2;lada;average;409;5,3459;dot_product2_lada_average;342;0,1959
3d_class5_1000_01.csv;dot_product2;lada;exponential;401;5,3373;dot_product2_lada_exponential;336;0,1935
3d_class5_1000_02.csv;dot_product2;lada;exponential;399;5,3083;dot_product2_lada_exponential;335;0,1910
3d_class5_1000_04.csv;dot_product2;lada;exponential;408;5,1749;dot_product2_lada_exponential;342;0,1930
3d_class4_1000_04.csv;l2_norm_of_slacks;lada;average;325;5,1661;l2_norm_of_slacks_lada_average;313;0,0383
3d_class4_1000_04.csv;l2_norm_of_slacks;lada;exponential;325;5,151;l2_norm_of_slacks_lada_exponential;313;0,0383
3d_class4_1000_01.csv;l2_norm_of_slacks;lada;exponential;323;5,0158;l2_norm_of_slacks_lada_exponential;310;0,0419
3d_class4_1000_02.csv;l2_norm_of_slacks;lada;average;325;5,0023;l2_norm_of_slacks_lada_average;313;0,0383
3d_class4_1000_04.csv;l2_norm_of_slacks;lada;reciprocal_average;325;4,9962;l2_norm_of_slacks_lada_reciprocal_average;313;0,0383
3d_class4_1000_02.csv;dot_product1;lada;reciprocal_average;324;4,9653;dot_product1_lada_reciprocal_average;313;0,0351
3d_class4_1000_03.csv;l2_norm_of_slacks;lada;average;327;4,9595;l2_norm_of_slacks_lada_average;315;0,0381
3d_class4_1000_04.csv;dot_product1;lada;average;326;4,9559;dot_product1_lada_average;313;0,0415
3d_class4_1000_01.csv;dot_product1;lada;exponential;324;4,9318;dot_product1_lada_exponential;310;0,0452
3d_class4_1000_01.csv;l2_norm_of_slacks;lada;reciprocal_average;323;4,9317;l2_norm_of_slacks_lada_reciprocal_average;310;0,0419
3d_class4_1000_02.csv;l2_norm_of_slacks;lada;exponential;324;4,9149;l2_norm_of_slacks_lada_exponential;313;0,0351
3d_class4_1000_03.csv;l2_norm_of_slacks;lada;exponential;327;4,9114;l2_norm_of_slacks_lada_exponential;315;0,0381
3d_class4_1000_02.csv;l2_norm_of_slacks;lada;reciprocal_average;324;4,8917;l2_norm_of_slacks_lada_reciprocal_average;313;0,0351
3d_class4_1000_03.csv;l2_norm_of_slacks;lada;reciprocal_average;327;4,8847;l2_norm_of_slacks_lada_reciprocal_average;315;0,0381
3d_class4_1000_04.csv;dot_product1;lada;reciprocal_average;326;4,8728;dot_product1_lada_reciprocal_average;313;0,0415
3d_class4_1000_01.csv;l2_norm_of_slacks;lada;average;323;4,8385;l2_norm_of_slacks_lada_average;310;0,0419
3d_class4_1000_02.csv;dot_product1;lada;average;325;4,828;dot_product1_lada_average;313;0,0383
3d_class4_1000_01.csv;dot_product1;lada;average;323;4,8211;dot_product1_lada_average;310;0,0419
3d_class4_1000_03.csv;dot_product1;lada;exponential;327;4,8042;dot_product1_lada_exponential;315;0,0381
3d_class1_1000_03.csv;l2_norm_of_slacks;lada;exponential;603;4,7934;l2_norm_of_slacks_lada_exponential;513;0,1754
3d_class1_1000_01.csv;l2_norm_of_slacks;lada;exponential;628;4,7807;l2_norm_of_slacks_lada_exponential;518;0,2124
3d_class3_1000_04.csv;dot_product1;lada;exponential;532;4,7731;dot_product1_lada_exponential;505;0,0535
3d_class4_1000_03.csv;dot_product1;lada;reciprocal_average;327;4,7635;dot_product1_lada_reciprocal_average;315;0,0381
3d_class4_1000_04.csv;dot_product1;lada;exponential;325;4,7593;dot_product1_lada_exponential;313;0,0383
3d_class4_1000_02.csv;dot_product1;lada;exponential;324;4,7359;dot_product1_lada_exponential;313;0,0351
3d_class1_1000_01.csv;l2_norm_of_slacks;lada;reciprocal_average;629;4,7218;l2_norm_of_slacks_lada_reciprocal_average;518;0,2143
3d_class4_1000_01.csv;dot_product1;lada;reciprocal_average;323;4,7076;dot_product1_lada_reciprocal_average;310;0,0419
3d_class3_1000_01.csv;l2_norm_of_slacks;lada;average;536;4,7027;l2_norm_of_slacks_lada_average;508;0,0551
3d_class4_1000_03.csv;dot_product1;lada;average;327;4,6852;dot_product1_lada_average;315;0,0381
3d_class1_1000_02.csv;l2_norm_of_slacks;lada;average;601;4,6851;l2_norm_of_slacks_lada_average;513;0,1715
3d_class3_1000_04.csv;l2_norm_of_slacks;lada;exponential;533;4,6669;l2_norm_of_slacks_lada_exponential;505;0,0554
3d_class1_1000_04.csv;dot_product1;lada;exponential;584;4,6641;dot_product1_lada_exponential;510;0,1451
3d_class1_1000_01.csv;l2_norm_of_slacks;lada;average;629;4,6585;l2_norm_of_slacks_lada_average;518;0,2143
3d_class3_1000_04.csv;dot_product1;lada;reciprocal_average;531;4,6535;dot_product1_lada_reciprocal_average;505;0,0515
3d_class3_1000_03.csv;dot_product1;lada;reciprocal_average;530;4,6445;dot_product1_lada_reciprocal_average;503;0,0537
3d_class3_1000_03.csv;l2_norm_of_slacks;lada;exponential;532;4,6439;l2_norm_of_slacks_lada_exponential;503;0,0577
3d_class3_1000_04.csv;l2_norm_of_slacks;lada;reciprocal_average;532;4,6361;l2_norm_of_slacks_lada_reciprocal_average;505;0,0535
3d_class3_1000_01.csv;dot_product1;lada;exponential;535;4,6298;dot_product1_lada_exponential;508;0,0531
3d_class1_1000_03.csv;l2_norm_of_slacks;lada;reciprocal_average;604;4,6255;l2_norm_of_slacks_lada_reciprocal_average;513;0,1774
3d_class1_1000_04.csv;dot_product1;lada;reciprocal_average;583;4,6223;dot_product1_lada_reciprocal_average;510;0,1431
3d_class3_1000_04.csv;dot_product1;lada;average;532;4,6218;dot_product1_lada_average;505;0,0535
3d_class1_1000_03.csv;dot_product1;lada;average;599;4,6116;dot_product1_lada_average;513;0,1676
3d_class1_1000_03.csv;l2_norm_of_slacks;lada;average;603;4,6067;l2_norm_of_slacks_lada_average;513;0,1754
3d_class1_1000_02.csv;l2_norm_of_slacks;lada;reciprocal_average;601;4,5844;l2_norm_of_slacks_lada_reciprocal_average;513;0,1715
3d_class1_1000_03.csv;dot_product1;lada;reciprocal_average;597;4,5804;dot_product1_lada_reciprocal_average;513;0,1637
3d_class1_1000_03.csv;dot_product1;lada;exponential;599;4,5697;dot_product1_lada_exponential;513;0,1676
3d_class1_1000_01.csv;dot_product1;lada;exponential;627;4,5692;dot_product1_lada_exponential;518;0,2104
3d_class3_1000_01.csv;l2_norm_of_slacks;lada;exponential;536;4,5669;l2_norm_of_slacks_lada_exponential;508;0,0551
3d_class1_1000_01.csv;dot_product1;lada;reciprocal_average;627;4,5638;dot_product1_lada_reciprocal_average;518;0,2104
3d_class3_1000_04.csv;l2_norm_of_slacks;lada;average;532;4,5618;l2_norm_of_slacks_lada_average;505;0,0535
3d_class3_1000_01.csv;dot_product1;lada;reciprocal_average;535;4,5537;dot_product1_lada_reciprocal_average;508;0,0531
3d_class1_1000_02.csv;dot_product1;lada;reciprocal_average;599;4,5441;dot_product1_lada_reciprocal_average;513;0,1676
3d_class3_1000_03.csv;dot_product1;lada;exponential;530;4,5429;dot_product1_lada_exponential;503;0,0537
3d_class1_1000_02.csv;dot_product1;lada;exponential;599;4,5331;dot_product1_lada_exponential;513;0,1676
3d_class3_1000_01.csv;dot_product1;lada;average;536;4,5303;dot_product1_lada_average;508;0,0551
3d_class3_1000_02.csv;l2_norm_of_slacks;lada;exponential;533;4,5264;l2_norm_of_slacks_lada_exponential;503;0,0596
3d_class1_1000_02.csv;l2_norm_of_slacks;lada;exponential;601;4,5216;l2_norm_of_slacks_lada_exponential;513;0,1715
3d_class3_1000_02.csv;l2_norm_of_slacks;lada;reciprocal_average;534;4,5033;l2_norm_of_slacks_lada_reciprocal_average;503;0,0616
3d_class3_1000_01.csv;l2_norm_of_slacks;lada;reciprocal_average;536;4,4965;l2_norm_of_slacks_lada_reciprocal_average;508;0,0551
3d_class3_1000_03.csv;l2_norm_of_slacks;lada;reciprocal_average;531;4,4955;l2_norm_of_slacks_lada_reciprocal_average;503;0,0557
3d_class3_1000_03.csv;l2_norm_of_slacks;lada;average;532;4,4951;l2_norm_of_slacks_lada_average;503;0,0577
3d_class1_1000_04.csv;l2_norm_of_slacks;lada;exponential;586;4,4931;l2_norm_of_slacks_lada_exponential;510;0,1490
3d_class1_1000_04.csv;dot_product1;lada;average;583;4,4926;dot_product1_lada_average;510;0,1431
3d_class1_1000_04.csv;l2_norm_of_slacks;lada;reciprocal_average;586;4,4885;l2_norm_of_slacks_lada_reciprocal_average;510;0,1490
3d_class3_1000_02.csv;l2_norm_of_slacks;lada;average;533;4,4812;l2_norm_of_slacks_lada_average;503;0,0596
3d_class3_1000_02.csv;dot_product1;lada;reciprocal_average;534;4,4796;dot_product1_lada_reciprocal_average;503;0,0616
3d_class3_1000_03.csv;dot_product1;lada;average;530;4,478;dot_product1_lada_average;503;0,0537
3d_class1_1000_01.csv;dot_product1;lada;average;627;4,4728;dot_product1_lada_average;518;0,2104
3d_class1_1000_02.csv;dot_product1;lada;average;599;4,4592;dot_product1_lada_average;513;0,1676
3d_class1_1000_04.csv;l2_norm_of_slacks;lada;average;586;4,45;l2_norm_of_slacks_lada_average;510;0,1490
3d_class3_1000_02.csv;dot_product1;lada;average;533;4,4335;dot_product1_lada_average;503;0,0596
3d_class3_1000_02.csv;dot_product1;lada;exponential;533;4,3183;dot_product1_lada_exponential;503;0,0596
3d_class5_1000_02.csv;dot_product1;lada;exponential;406;4,2415;dot_product1_lada_exponential;335;0,2119
3d_class5_1000_02.csv;dot_product1;lada;reciprocal_average;412;4,2136;dot_product1_lada_reciprocal_average;335;0,2299
3d_class5_1000_03.csv;dot_product1;lada;reciprocal_average;401;4,1349;dot_product1_lada_reciprocal_average;338;0,1864
3d_class5_1000_04.csv;dot_product1;lada;exponential;409;4,1116;dot_product1_lada_exponential;342;0,1959
3d_class5_1000_03.csv;dot_product1;lada;average;399;4,1074;dot_product1_lada_average;338;0,1805
3d_class5_1000_02.csv;l2_norm_of_slacks;lada;reciprocal_average;401;4,0971;l2_norm_of_slacks_lada_reciprocal_average;335;0,1970
3d_class5_1000_04.csv;dot_product1;lada;reciprocal_average;410;4,0817;dot_product1_lada_reciprocal_average;342;0,1988
3d_class5_1000_01.csv;dot_product1;lada;exponential;405;4,0804;dot_product1_lada_exponential;336;0,2054
3d_class5_1000_01.csv;l2_norm_of_slacks;lada;reciprocal_average;404;4,0651;l2_norm_of_slacks_lada_reciprocal_average;336;0,2024
3d_class5_1000_03.csv;dot_product1;lada;exponential;402;4,063;dot_product1_lada_exponential;338;0,1893
3d_class5_1000_02.csv;dot_product1;lada;average;405;4,0363;dot_product1_lada_average;335;0,2090
3d_class5_1000_01.csv;dot_product1;lada;reciprocal_average;410;4,0176;dot_product1_lada_reciprocal_average;336;0,2202
3d_class5_1000_03.csv;l2_norm_of_slacks;lada;exponential;392;4,0103;l2_norm_of_slacks_lada_exponential;338;0,1598
3d_class5_1000_04.csv;dot_product1;lada;average;413;4,0102;dot_product1_lada_average;342;0,2076
3d_class5_1000_03.csv;l2_norm_of_slacks;lada;average;392;4,0071;l2_norm_of_slacks_lada_average;338;0,1598
3d_class5_1000_03.csv;l2_norm_of_slacks;lada;reciprocal_average;390;3,9978;l2_norm_of_slacks_lada_reciprocal_average;338;0,1538
3d_class5_1000_04.csv;l2_norm_of_slacks;lada;exponential;403;3,9701;l2_norm_of_slacks_lada_exponential;342;0,1784
3d_class5_1000_01.csv;l2_norm_of_slacks;lada;exponential;398;3,9572;l2_norm_of_slacks_lada_exponential;336;0,1845
3d_class5_1000_01.csv;dot_product1;lada;average;406;3,9514;dot_product1_lada_average;336;0,2083
3d_class5_1000_02.csv;l2_norm_of_slacks;lada;average;395;3,9164;l2_norm_of_slacks_lada_average;335;0,1791
3d_class5_1000_01.csv;l2_norm_of_slacks;lada;average;401;3,9068;l2_norm_of_slacks_lada_average;336;0,1935
3d_class5_1000_02.csv;l2_norm_of_slacks;lada;exponential;396;3,8656;l2_norm_of_slacks_lada_exponential;335;0,1821
3d_class5_1000_04.csv;l2_norm_of_slacks;lada;average;403;3,8534;l2_norm_of_slacks_lada_average;342;0,1784
3d_class5_1000_04.csv;l2_norm_of_slacks;lada;reciprocal_average;408;3,8408;l2_norm_of_slacks_lada_reciprocal_average;342;0,1930
3d_class6_500_02.csv;dot_product2;lada;reciprocal_average;167;2,5931;dot_product2_lada_reciprocal_average;150;0,1133
3d_class6_500_01.csv;dot_product2;lada;exponential;167;2,561;dot_product2_lada_exponential;150;0,1133
3d_class6_500_02.csv;dot_product2;lada;exponential;167;2,52;dot_product2_lada_exponential;150;0,1133
3d_class6_500_01.csv;dot_product2;lada;average;167;2,5179;dot_product2_lada_average;150;0,1133
3d_class6_500_03.csv;dot_product2;lada;reciprocal_average;167;2,5084;dot_product2_lada_reciprocal_average;151;0,1060
3d_class6_500_03.csv;dot_product2;lada;average;167;2,508;dot_product2_lada_average;151;0,1060
3d_class6_500_02.csv;dot_product2;lada;average;167;2,5064;dot_product2_lada_average;150;0,1133
3d_class6_500_01.csv;dot_product2;lada;reciprocal_average;167;2,4974;dot_product2_lada_reciprocal_average;150;0,1133
3d_class6_500_04.csv;dot_product2;lada;reciprocal_average;167;2,4864;dot_product2_lada_reciprocal_average;151;0,1060
3d_class6_500_04.csv;dot_product2;lada;exponential;167;2,4511;dot_product2_lada_exponential;151;0,1060
3d_class6_500_04.csv;dot_product2;lada;average;167;2,4491;dot_product2_lada_average;151;0,1060
3d_class6_500_03.csv;dot_product2;lada;exponential;167;2,4226;dot_product2_lada_exponential;151;0,1060
3d_class2_500_02.csv;dot_product2;lada;average;141;2,212;dot_product2_lada_average;128;0,1016
3d_class2_500_02.csv;dot_product2;lada;exponential;142;2,2041;dot_product2_lada_exponential;128;0,1094
3d_class2_500_04.csv;dot_product2;lada;average;142;2,1963;dot_product2_lada_average;128;0,1094
3d_class2_500_03.csv;dot_product2;lada;average;139;2,175;dot_product2_lada_average;128;0,0859
3d_class2_500_03.csv;dot_product2;lada;reciprocal_average;139;2,1736;dot_product2_lada_reciprocal_average;128;0,0859
3d_class2_500_02.csv;dot_product2;lada;reciprocal_average;142;2,1665;dot_product2_lada_reciprocal_average;128;0,1094
3d_class2_500_04.csv;dot_product2;lada;reciprocal_average;140;2,1512;dot_product2_lada_reciprocal_average;128;0,0938
3d_class2_500_01.csv;dot_product2;lada;exponential;138;2,145;dot_product2_lada_exponential;125;0,1040
3d_class2_500_03.csv;dot_product2;lada;exponential;139;2,1243;dot_product2_lada_exponential;128;0,0859
3d_class2_500_01.csv;dot_product2;lada;average;137;2,1166;dot_product2_lada_average;125;0,0960
3d_class2_500_01.csv;dot_product2;lada;reciprocal_average;137;2,1148;dot_product2_lada_reciprocal_average;125;0,0960
3d_class2_500_04.csv;dot_product2;lada;exponential;140;2,1129;dot_product2_lada_exponential;128;0,0938
3d_class1_500_03.csv;dot_product2;lada;reciprocal_average;316;1,9014;dot_product2_lada_reciprocal_average;258;0,2248
3d_class4_500_04.csv;dot_product2;lada;exponential;168;1,8697;dot_product2_lada_exponential;156;0,0769
3d_class4_500_01.csv;dot_product2;lada;exponential;169;1,8636;dot_product2_lada_exponential;157;0,0764
3d_class4_500_04.csv;dot_product2;lada;average;169;1,848;dot_product2_lada_average;156;0,0833
3d_class3_500_04.csv;dot_product2;lada;average;275;1,8246;dot_product2_lada_average;254;0,0827
3d_class4_500_03.csv;dot_product2;lada;average;169;1,8224;dot_product2_lada_average;158;0,0696
3d_class4_500_02.csv;dot_product2;lada;average;169;1,8129;dot_product2_lada_average;157;0,0764
3d_class1_500_03.csv;dot_product2;lada;exponential;318;1,8123;dot_product2_lada_exponential;258;0,2326
3d_class4_500_02.csv;dot_product2;lada;exponential;168;1,8012;dot_product2_lada_exponential;157;0,0701
3d_class4_500_01.csv;dot_product2;lada;reciprocal_average;169;1,7965;dot_product2_lada_reciprocal_average;157;0,0764
3d_class1_500_02.csv;dot_product2;lada;reciprocal_average;326;1,7826;dot_product2_lada_reciprocal_average;263;0,2395
3d_class4_500_02.csv;dot_product2;lada;reciprocal_average;169;1,7784;dot_product2_lada_reciprocal_average;157;0,0764
3d_class4_500_01.csv;dot_product2;lada;average;169;1,7729;dot_product2_lada_average;157;0,0764
3d_class1_500_02.csv;dot_product2;lada;average;328;1,7657;dot_product2_lada_average;263;0,2471
3d_class1_500_02.csv;dot_product2;lada;exponential;329;1,762;dot_product2_lada_exponential;263;0,2510
3d_class4_500_04.csv;dot_product2;lada;reciprocal_average;168;1,7588;dot_product2_lada_reciprocal_average;156;0,0769
3d_class3_500_03.csv;dot_product2;lada;exponential;275;1,7427;dot_product2_lada_exponential;254;0,0827
3d_class4_500_03.csv;dot_product2;lada;exponential;169;1,7353;dot_product2_lada_exponential;158;0,0696
3d_class4_500_03.csv;dot_product2;lada;reciprocal_average;170;1,7306;dot_product2_lada_reciprocal_average;158;0,0759
3d_class3_500_04.csv;dot_product2;lada;exponential;275;1,7266;dot_product2_lada_exponential;254;0,0827
3d_class3_500_04.csv;dot_product2;lada;reciprocal_average;292;1,7223;dot_product2_lada_reciprocal_average;254;0,1496
3d_class1_500_03.csv;dot_product2;lada;average;320;1,7219;dot_product2_lada_average;258;0,2403
3d_class3_500_03.csv;dot_product2;lada;reciprocal_average;289;1,7199;dot_product2_lada_reciprocal_average;254;0,1378
3d_class3_500_01.csv;dot_product2;lada;reciprocal_average;274;1,711;dot_product2_lada_reciprocal_average;254;0,0787
3d_class3_500_03.csv;dot_product2;lada;average;275;1,7061;dot_product2_lada_average;254;0,0827
3d_class6_500_01.csv;l2_norm_of_slacks;lada;average;167;1,6813;l2_norm_of_slacks_lada_average;150;0,1133
3d_class6_500_02.csv;l2_norm_of_slacks;lada;reciprocal_average;167;1,6779;l2_norm_of_slacks_lada_reciprocal_average;150;0,1133
3d_class6_500_02.csv;dot_product1;lada;exponential;167;1,6683;dot_product1_lada_exponential;150;0,1133
3d_class6_500_04.csv;l2_norm_of_slacks;lada;reciprocal_average;167;1,6669;l2_norm_of_slacks_lada_reciprocal_average;151;0,1060
3d_class1_500_01.csv;dot_product2;lada;exponential;319;1,6632;dot_product2_lada_exponential;273;0,1685
3d_class6_500_01.csv;l2_norm_of_slacks;lada;exponential;167;1,6585;l2_norm_of_slacks_lada_exponential;150;0,1133
3d_class1_500_04.csv;dot_product2;lada;average;299;1,6552;dot_product2_lada_average;248;0,2056
3d_class3_500_01.csv;dot_product2;lada;average;275;1,6514;dot_product2_lada_average;254;0,0827
3d_class1_500_01.csv;dot_product2;lada;average;320;1,6487;dot_product2_lada_average;273;0,1722
3d_class3_500_02.csv;dot_product2;lada;average;274;1,6422;dot_product2_lada_average;253;0,0830
3d_class1_500_01.csv;dot_product2;lada;reciprocal_average;321;1,6384;dot_product2_lada_reciprocal_average;273;0,1758
3d_class6_500_02.csv;l2_norm_of_slacks;lada;average;167;1,6367;l2_norm_of_slacks_lada_average;150;0,1133
3d_class6_500_03.csv;dot_product1;lada;exponential;167;1,636;dot_product1_lada_exponential;151;0,1060
3d_class3_500_02.csv;dot_product2;lada;exponential;273;1,6355;dot_product2_lada_exponential;253;0,0791
3d_class6_500_03.csv;dot_product1;lada;reciprocal_average;167;1,6349;dot_product1_lada_reciprocal_average;151;0,1060
3d_class6_500_04.csv;dot_product1;lada;reciprocal_average;167;1,6339;dot_product1_lada_reciprocal_average;151;0,1060
3d_class6_500_01.csv;l2_norm_of_slacks;lada;reciprocal_average;167;1,6323;l2_norm_of_slacks_lada_reciprocal_average;150;0,1133
3d_class1_500_04.csv;dot_product2;lada;exponential;300;1,6321;dot_product2_lada_exponential;248;0,2097
3d_class6_500_03.csv;l2_norm_of_slacks;lada;exponential;167;1,6281;l2_norm_of_slacks_lada_exponential;151;0,1060
3d_class3_500_01.csv;dot_product2;lada;exponential;274;1,6261;dot_product2_lada_exponential;254;0,0787
3d_class6_500_04.csv;l2_norm_of_slacks;lada;average;167;1,621;l2_norm_of_slacks_lada_average;151;0,1060
3d_class1_500_04.csv;dot_product2;lada;reciprocal_average;299;1,6163;dot_product2_lada_reciprocal_average;248;0,2056
3d_class6_500_01.csv;dot_product1;lada;exponential;167;1,6156;dot_product1_lada_exponential;150;0,1133
3d_class6_500_03.csv;l2_norm_of_slacks;lada;average;167;1,6135;l2_norm_of_slacks_lada_average;151;0,1060
3d_class6_500_04.csv;l2_norm_of_slacks;lada;exponential;167;1,6022;l2_norm_of_slacks_lada_exponential;151;0,1060
3d_class6_500_02.csv;dot_product1;lada;average;167;1,6015;dot_product1_lada_average;150;0,1133
3d_class6_500_03.csv;l2_norm_of_slacks;lada;reciprocal_average;167;1,5976;l2_norm_of_slacks_lada_reciprocal_average;151;0,1060
3d_class6_500_01.csv;dot_product1;lada;reciprocal_average;167;1,5868;dot_product1_lada_reciprocal_average;150;0,1133
3d_class6_500_02.csv;l2_norm_of_slacks;lada;exponential;167;1,5864;l2_norm_of_slacks_lada_exponential;150;0,1133
3d_class6_500_02.csv;dot_product1;lada;reciprocal_average;167;1,5828;dot_product1_lada_reciprocal_average;150;0,1133
3d_class6_500_04.csv;dot_product1;lada;exponential;167;1,5785;dot_product1_lada_exponential;151;0,1060
3d_class6_500_01.csv;dot_product1;lada;average;167;1,5534;dot_product1_lada_average;150;0,1133
3d_class3_500_02.csv;dot_product2;lada;reciprocal_average;283;1,5489;dot_product2_lada_reciprocal_average;253;0,1186
3d_class6_500_03.csv;dot_product1;lada;average;167;1,5358;dot_product1_lada_average;151;0,1060
3d_class6_500_04.csv;dot_product1;lada;average;167;1,5314;dot_product1_lada_average;151;0,1060
3d_class2_500_02.csv;l2_norm_of_slacks;lada;exponential;136;1,4883;l2_norm_of_slacks_lada_exponential;128;0,0625
3d_class2_500_04.csv;dot_product1;lada;average;136;1,4857;dot_product1_lada_average;128;0,0625
3d_class2_500_01.csv;l2_norm_of_slacks;lada;exponential;134;1,4773;l2_norm_of_slacks_lada_exponential;125;0,0720
3d_class5_500_04.csv;dot_product2;lada;reciprocal_average;204;1,4694;dot_product2_lada_reciprocal_average;168;0,2143
3d_class2_500_03.csv;l2_norm_of_slacks;lada;exponential;135;1,4686;l2_norm_of_slacks_lada_exponential;128;0,0547
3d_class2_500_01.csv;dot_product1;lada;reciprocal_average;134;1,4666;dot_product1_lada_reciprocal_average;125;0,0720
3d_class2_500_02.csv;l2_norm_of_slacks;lada;average;136;1,4566;l2_norm_of_slacks_lada_average;128;0,0625
3d_class5_500_03.csv;dot_product2;lada;exponential;202;1,441;dot_product2_lada_exponential;168;0,2024
3d_class2_500_04.csv;l2_norm_of_slacks;lada;average;134;1,4367;l2_norm_of_slacks_lada_average;128;0,0469
3d_class2_500_04.csv;l2_norm_of_slacks;lada;exponential;134;1,4323;l2_norm_of_slacks_lada_exponential;128;0,0469
3d_class2_500_02.csv;l2_norm_of_slacks;lada;reciprocal_average;135;1,4191;l2_norm_of_slacks_lada_reciprocal_average;128;0,0547
3d_class2_500_04.csv;dot_product1;lada;exponential;136;1,4158;dot_product1_lada_exponential;128;0,0625
3d_class2_500_01.csv;l2_norm_of_slacks;lada;average;134;1,4089;l2_norm_of_slacks_lada_average;125;0,0720
3d_class2_500_04.csv;l2_norm_of_slacks;lada;reciprocal_average;134;1,4066;l2_norm_of_slacks_lada_reciprocal_average;128;0,0469
3d_class2_500_02.csv;dot_product1;lada;average;137;1,4045;dot_product1_lada_average;128;0,0703
3d_class2_500_01.csv;l2_norm_of_slacks;lada;reciprocal_average;134;1,4025;l2_norm_of_slacks_lada_reciprocal_average;125;0,0720
3d_class2_500_02.csv;dot_product1;lada;reciprocal_average;136;1,4018;dot_product1_lada_reciprocal_average;128;0,0625
3d_class2_500_03.csv;l2_norm_of_slacks;lada;reciprocal_average;135;1,4018;l2_norm_of_slacks_lada_reciprocal_average;128;0,0547
3d_class2_500_01.csv;dot_product1;lada;exponential;135;1,3985;dot_product1_lada_exponential;125;0,0800
3d_class2_500_03.csv;dot_product1;lada;exponential;135;1,3963;dot_product1_lada_exponential;128;0,0547
3d_class2_500_01.csv;dot_product1;lada;average;134;1,3935;dot_product1_lada_average;125;0,0720
3d_class2_500_03.csv;l2_norm_of_slacks;lada;average;135;1,3928;l2_norm_of_slacks_lada_average;128;0,0547
3d_class5_500_01.csv;dot_product2;lada;exponential;206;1,3834;dot_product2_lada_exponential;169;0,2189
3d_class5_500_02.csv;dot_product2;lada;exponential;207;1,3818;dot_product2_lada_exponential;170;0,2176
3d_class2_500_02.csv;dot_product1;lada;exponential;137;1,3785;dot_product1_lada_exponential;128;0,0703
3d_class2_500_04.csv;dot_product1;lada;reciprocal_average;135;1,3716;dot_product1_lada_reciprocal_average;128;0,0547
3d_class5_500_04.csv;dot_product2;lada;average;204;1,3688;dot_product2_lada_average;168;0,2143
3d_class5_500_04.csv;dot_product2;lada;exponential;205;1,3685;dot_product2_lada_exponential;168;0,2202
3d_class5_500_01.csv;dot_product2;lada;average;206;1,3639;dot_product2_lada_average;169;0,2189
3d_class5_500_03.csv;dot_product2;lada;reciprocal_average;203;1,363;dot_product2_lada_reciprocal_average;168;0,2083
3d_class5_500_03.csv;dot_product2;lada;average;202;1,3526;dot_product2_lada_average;168;0,2024
3d_class2_500_03.csv;dot_product1;lada;reciprocal_average;134;1,3487;dot_product1_lada_reciprocal_average;128;0,0469
3d_class5_500_01.csv;dot_product2;lada;reciprocal_average;205;1,3465;dot_product2_lada_reciprocal_average;169;0,2130
3d_class5_500_02.csv;dot_product2;lada;reciprocal_average;206;1,3423;dot_product2_lada_reciprocal_average;170;0,2118
3d_class2_500_03.csv;dot_product1;lada;average;135;1,3284;dot_product1_lada_average;128;0,0547
3d_class5_500_02.csv;dot_product2;lada;average;204;1,2892;dot_product2_lada_average;170;0,2000
3d_class3_500_03.csv;dot_product1;lada;exponential;273;1,2797;dot_product1_lada_exponential;254;0,0748
